#DataThief /Users/jrpowers-luhn/Desktop/Screen Shot 2018-02-16 at 11.33.42 AM.png Friday 16-Feb-2018 11:41:28 AM
200.0, 78.4394
200.0, 78.2341
200.0, 78.0287
200.0, 77.8234
200.0, 77.6181
200.0, 77.4127
200.0, 77.2074
200.0, 77.0021
200.0, 76.7967
200.0, 76.5914
200.0, 76.386
200.0, 76.1807
200.0, 75.9754
200.0, 75.77
200.0, 75.5647
200.0, 75.3593
200.0, 75.154
200.0, 74.9487
200.0, 74.7433
200.0, 74.538
200.0, 74.3326
200.0, 74.1273
200.0, 73.922
200.0, 73.7166
200.0, 73.5112
200.0, 73.306
200.8484, 73.1006
200.8484, 72.8953
200.8484, 72.6899
200.8484, 72.4846
200.8484, 72.2793
200.8484, 72.0739
200.8484, 71.8686
200.8484, 71.6632
200.8484, 71.4579
200.8484, 71.2526
200.8484, 71.0472
200.8484, 70.8418
200.8484, 70.6366
200.8484, 70.4312
200.8484, 70.2259
200.8484, 70.0205
200.8484, 69.8152
200.8484, 69.6099
200.8484, 69.4045
200.8484, 69.1992
200.8484, 68.9938
200.8484, 68.7885
200.8484, 68.5832
200.8484, 68.3778
200.8484, 68.1724
200.8484, 67.967
200.8484, 67.7618
200.8484, 67.5565
200.8484, 67.3511
200.8484, 67.1458
200.8484, 66.9405
200.8484, 66.7351
200.8484, 66.5298
200.8484, 66.3244
200.8484, 66.1191
200.8484, 65.9138
200.8484, 65.7084
200.8484, 65.503
200.8484, 65.2977
200.8484, 65.0924
200.8484, 64.8871
200.8484, 64.6817
200.8484, 64.4764
200.8484, 64.271
200.8484, 64.0657
201.6966, 63.8604
201.6966, 63.655
201.6966, 63.4497
201.6966, 63.2444
202.5451, 63.039
202.5451, 62.8336
202.5451, 62.6282
202.5451, 62.423
202.5451, 62.2177
202.5451, 62.0123
202.5451, 61.807
202.5451, 61.6016
202.5451, 61.3963
202.5451, 61.191
202.5451, 60.9856
202.5451, 60.7803
202.5451, 60.5749
202.5451, 60.3696
202.5451, 60.1643
202.5451, 59.9588
202.5451, 59.7536
202.5451, 59.5483
202.5451, 59.3429
202.5451, 59.1376
202.5451, 58.9322
202.5451, 58.7269
202.5451, 58.5215
202.5451, 58.3162
202.5451, 58.1109
202.5451, 57.9055
202.5451, 57.7002
202.5451, 57.4949
202.5451, 57.2894
202.5451, 57.0842
202.5451, 56.8789
202.5451, 56.6735
202.5451, 56.4682
202.5451, 56.2628
202.5451, 56.0575
203.3934, 55.8521
203.3934, 55.6468
203.3934, 55.4415
203.3934, 55.2361
203.3934, 55.0308
203.3934, 54.8255
203.3934, 54.62
203.3934, 54.4148
203.3934, 54.2094
203.3934, 54.0041
203.3934, 53.7988
203.3934, 53.5934
203.3934, 53.3881
203.3934, 53.1828
203.3934, 52.9774
203.3934, 52.7721
203.3934, 52.5667
203.3934, 52.3614
203.3934, 52.1561
203.3934, 51.9506
203.3934, 51.7454
203.3934, 51.54
203.3934, 51.3347
203.3934, 51.1294
203.3934, 50.924
203.3934, 50.7187
203.3934, 50.5133
203.3934, 50.308
203.3934, 50.1027
203.3934, 49.8973
203.3934, 49.692
203.3934, 49.4867
203.3934, 49.2812
203.3934, 49.076
203.3934, 48.8706
203.3934, 48.6653
203.3934, 48.46
203.3934, 48.2546
203.3934, 48.0493
204.2418, 47.8439
204.2418, 47.6385
204.2418, 47.4333
204.2418, 47.2279
204.2418, 47.0226
204.2418, 46.8172
